pl_name,disc_year,discoverymethod,pl_rade,pl_bmasse,pl_orbper,sy_dist,pl_eqt,st_teff,sy_snum
Kepler-207 b,2014.0,Transit,,, et al. 2019</a>,42.1660555,,,1
Kepler-207 c,2014.0,Transit,0.0,0.0, Petigura 2018</a>,+42d09m57.80s,0.0, Petigura 2018</a>,1
Kepler-207 d,2014.0,Transit,2.31,,5.868068017,875.519,1112.0,6110,1
Kepler-208 b,2014.0,Transit,1.63,,4.22864,775.328,,6092,1
Kepler-208 c,2014.0,Transit,1.65,,7.46662068,775.328,1141.0,5966,1
Kepler-208 d,2014.0,Transit,1.2,,11.131786,775.328,,6092,1
Kepler-208 e,2014.0,Transit,,,16.2596374,775.328,,6000.9,1
Kepler-209 b,2014.0,Transit,2.6,,16.08786478,576.946,719.0,5514,1
Kepler-209 c,2014.0,Transit,3.4,,41.74949827,576.946,523.0,5514,1
Kepler-21 b,2012.0,Transit,1.69,,2.785821236,108.522,1784.0,6202,2
Kepler-210 b,2014.0,Transit,,,2.45323508,232.75,,4564.61,1
Kepler-210 c,2014.0,Transit,,,7.972510087,232.75,,4564.61,1
Kepler-211 b,2014.0,Transit,1.26,,4.138575,309.353,,5123,1
Kepler-211 c,2014.0,Transit,2.53,,6.04045294,309.353,1147.0,5244,1
Kepler-212 b,2014.0,Transit,0.92,,16.2580276,687.194,830.0,5867,1
Kepler-212 c,2014.0,Transit,2.74,,31.805174,687.194,,5852,1
Kepler-213 b,2014.0,Transit,1.462,,,634.939,,5658,1
Kepler-213 c,2014.0,Transit,,,4.822969318,634.939,,5712,1
Kepler-214 b,2014.0,Transit,2.16,,15.66039,1208.44,812.0,6352,1
Kepler-214 c,2014.0,Transit,,,28.78029923,1208.44,,6036.57,1
Kepler-215 b,2014.0,Transit,1.76,,9.36063971,485.997,892.0,5741,1
Kepler-215 c,2014.0,Transit,1.21,,14.6672293,485.997,675.0,5677,1
Kepler-215 d,2014.0,Transit,2.05,,30.86437869,485.997,,5679,1
Kepler-215 e,2014.0,Transit,1.58,,,485.997,,5648,1
Kepler-216 b,2014.0,Transit,1.96,,7.693491,1187.47,1008.0,6278,1
Kepler-216 c,2014.0,Transit,,,17.40665216,1187.47,,6093.45,1
Kepler-217 b,2014.0,Transit,,,5.37490067,1104.64,,6658.99,1
Kepler-217 c,2014.0,Transit,1.74,,8.58598202,1104.64,,6341,1
Kepler-217 d,2016.0,Transit,0.0,0.0, Petigura 2018</a>,+46d16m39.08s,0.0, Petigura 2018</a>,1
Kepler-218 b,2014.0,Transit,1.47,,3.619309734,656.38,1156.0,5497,1
Kepler-218 c,2014.0,Transit,0.0,0.0, Petigura 2018</a>,+46d15m59.69s,0.0, Petigura 2018</a>,1
Kepler-218 d,2016.0,Transit,2.69,,124.5245224,656.38,356.0,5497,1
Kepler-219 b,2014.0,Transit,,,4.585466941,787.07,,5766.61,1
