pl_name,disc_year,discoverymethod,pl_rade,pl_bmasse,pl_orbper,sy_dist,pl_eqt,st_teff,sy_snum
HD 168443 b,1998.0,Radial Velocity,,2434.157,58.11247,39.6245,,5491,1
HD 168443 c,2000.0,Radial Velocity,,5644.63250832,1749.67,39.6245,,5530.02,1
HD 168746 b,2002.0,Radial Velocity,,85.8141,6.404,41.5681,,5570,1
HD 168863 b,2022.0,Radial Velocity,,2154.87659946,14773.93272,39.8979,,,1
HD 1690 b,2010.0,Radial Velocity,,2793.7257,533,752.615,,4374,1
HD 16905 b,2022.0,Radial Velocity,,3464.3296363,10900,39.7401,,,1
HD 169142 b,2023.0,Imaging,,953.485221,,113.6,,,1
HD 169830 b,2000.0,Radial Velocity,,934.4202,229.9,37.6048,345.0,6300,1
HD 169830 c,2003.0,Radial Velocity,,1125.1182,1834.3,37.6048,,,1
HD 170469 b,2007.0,Radial Velocity,,209.7678,1145,60.178,,5842,2
HD 17092 b,2007.0,Radial Velocity,,3219.6179,359.89999,228.422,,4326,1
HD 171028 b,2007.0,Radial Velocity,,629.28,550,111.659,,,1
HD 171238 b,2009.0,Radial Velocity,0.0,,gransan et al. 2010 </a>,-28d04m22.03s,,gransan et al. 2010 </a>,1
HD 17156 b,2007.0,Radial Velocity,,991.59,21.2,78.0863,,6079,1
HD 173416 b,2008.0,Radial Velocity,,858.1,323.6,132.184,,4683,1
HD 174205 b,2022.0,Radial Velocity,,1334.8793094,582,234.027,,4308,1
HD 175167 b,2009.0,Radial Velocity,,3114.7183886,1289,71.0863,,5635,1
HD 175541 b,2007.0,Radial Velocity,,190.06234,298.43,129.603,,5013,1
HD 175607 b,2015.0,Radial Velocity,,8.98,29.01,40.3303,,5392,1
HD 17674 b,2017.0,Radial Velocity,,276.5121,623.8,44.4264,,5904,1
HD 176986 b,2017.0,Radial Velocity,-0.00013,,rez Mascare&ntilde,19h03m05.74s,-6.9,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...612A..41S/abstract target=ref>Su&aacute,1
HD 176986 c,2017.0,Radial Velocity,,2097.98531461,16.82,27.7843,,,1
HD 176986 d,2026.0,Radial Velocity,,6.76,61.376,27.7843,363.0,4931,1
HD 177565 b,2017.0,Radial Velocity,,15.1,44.505,16.9179,,,1
HD 177830 b,1999.0,Radial Velocity,,537.1327,410.10001,62.7674,,4901,2
HD 177830 c,2010.0,Radial Velocity,,33.05415433,111.163,62.7674,,4744.94,2
HD 178911 B b,2001.0,Radial Velocity,,2552.1749,71.484,40.9727,,5588,3
HD 179079 b,2008.0,Radial Velocity,,31.783,14.476,69.7116,,5730,1
HD 179949 b,2000.0,Radial Velocity,,301.93,3.0925,27.4573,,,1
HD 180053 b,2018.0,Radial Velocity,,697.31902,213.72,137.043,,5131,1
HD 18015 b,2018.0,Radial Velocity,,1010.6994,2278,123.801,,5603,1
HD 180314 b,2010.0,Radial Velocity,,6397.9179,396.03,122.362,,4924,1
HD 180617 b,2018.0,Radial Velocity,,12.2,105.9,5.91059,,3557,2
HD 180902 b,2009.0,Radial Velocity,,535.54355,510.9,104.577,,4961,2
HD 181234 b,2019.0,Radial Velocity,,3464.3296363,7520,47.7458,,,1
HD 181342 b,2009.0,Radial Velocity,,921.707,562.1,120.391,,5040,1
HD 18143 b,2022.0,Radial Velocity,,10.80616584,10.2851,22.5243,,,1
HD 18143 c,2022.0,Radial Velocity,,3177.64841319,28982.41764,22.5243,,,1
HD 181433 b,2008.0,Radial Velocity,,7.08757348,9.3745,26.8762,,4962,1
HD 181433 c,2008.0,Radial Velocity,,2207.00045821,962,26.8762,,,1
HD 181433 d,2008.0,Radial Velocity,,171.0,2172,26.8762,,4962,1
HD 181720 b,2009.0,Radial Velocity,,117.59,956,60.2046,,5781,1
HD 183263 b,2004.0,Radial Velocity,,1255.4285,626.51599,54.1955,,5948,1
HD 183263 c,2008.0,Radial Velocity,,2860.47,5048,54.1955,,,1
HD 183579 b,2021.0,Transit,3.55,19.7,17.471278,57.2651,769.0,5788,1
HD 184010 b,2022.0,Radial Velocity,,98.52680617,286.6,60.7993,,4971,1
HD 184010 c,2022.0,Radial Velocity,,95.3485221,484.3,60.7993,,4971,1
HD 184010 d,2022.0,Radial Velocity,,143.02278315,836.4,60.7993,,4971,1
HD 18438 b,2023.0,Radial Velocity,,6674.396547,803,224.146,,3860,1
HD 185269 b,2006.0,Radial Velocity,,346.4347,6.83785,51.9917,,6048,3
HD 185283 b,2023.0,Radial Velocity,,413.1769291,4060,31.395,,,1
HD 18599 b,2022.0,Transit,2.6,24.1,4.1374354,38.5653,,5145,2
HD 187085 b,2006.0,Radial Velocity,,265.70588,1019.74,45.8993,,6117,1
HD 187123 b,1998.0,Radial Velocity,,161.2601,3.0965886,45.9548,,5790,1
HD 187123 c,2008.0,Radial Velocity,,912.16752809,3396,45.9548,,,1
HD 18742 b,2011.0,Radial Velocity,,858.1,772,162.685,,5048,1
HD 188015 b,2004.0,Radial Velocity,,462.12250378,462.59,50.6706,,5649.5,2
HD 188641 b,2022.0,Radial Velocity,,9333.03117155,14583.81038,64.3399,,,1
HD 189567 b,2021.0,Radial Velocity,,8.5,14.288,17.9055,,5726,1
HD 189567 c,2021.0,Radial Velocity,,8.0,33.571,17.9055,,5730,1
HD 189733 b,2005.0,Radial Velocity,,,,19.7638,,5023,2
HD 190007 b,2020.0,Radial Velocity,,16.46,11.72,12.7141,,4610,1
HD 190228 b,2022.0,Radial Velocity,,1598.67688721,1143.59858,62.7146,,,1
HD 190360 b,2003.0,Radial Velocity,,476.0,2886.4,16.0069,,5563,2
HD 190360 c,2005.0,Radial Velocity,,18.116,17.1,16.0069,,5551,2
HD 190647 b,2007.0,Radial Velocity,,630.89255,1176.45,54.4738,,5656,1
HD 190984 b,2009.0,Radial Velocity,,985.2,4885,148.187,,5988,1
HD 191806 b,2016.0,Radial Velocity,0.0,,az et al. 2016</a>,+52d16m36.22s,,az et al. 2016</a>,1
HD 191939 b,2020.0,Transit,3.41,10.0,8.8803256,53.6089,880.0,5348,1
HD 191939 c,2020.0,Transit,3.14550353,,28.580474,53.6089,545.0,5555.7,1
HD 191939 d,2020.0,Transit,3.1168896,2.2,38.352562,53.6089,502.73,5385,1
HD 191939 e,2022.0,Radial Velocity,,108.0,101.5,53.6089,397.0,5348,1
HD 191939 f,2022.0,Radial Velocity,,2065.0,4450,53.6089,,5348,1
HD 191939 g,2022.0,Radial Velocity,,6.88,288.6,53.6089,,5348,1
HD 192263 b,1999.0,Radial Velocity,,232.96,24.3587,19.6359,,4996,1
HD 192310 b,2011.0,Radial Velocity,,16.9,74.72,8.79687,355.0,5166,1
HD 192310 c,2011.0,Radial Velocity,,14.3,546.5,8.79687,,5087,1
HD 192699 b,2007.0,Radial Velocity,,762.76,345.53,71.8627,,,1
HD 194490 b,2022.0,Radial Velocity,,3561.90295725,13092.18348,80.2349,,,1
HD 195019 b,1998.0,Radial Velocity,,1115.54,18.27,37.6681,,5600,2
HD 196050 b,2002.0,Radial Velocity,,1493.7935129,1392,50.6742,,,3
HD 196067 b,2012.0,Radial Velocity,,3623.2438398,3413.7,39.9346,,6072,2
HD 196067 c,2025.0,Radial Velocity,,10.4,4.601088,39.9346,,6072,2
HD 19615 b,2022.0,Radial Velocity,,2701.5414595,402,265.155,,4263,1
HD 196885 A b,2007.0,Radial Velocity,,940.74,1346.85,34.1692,,6340,2
HD 197037 b,2012.0,Radial Velocity,,251.0,1035.7,33.1944,,6150,2
HD 199509 b,2022.0,Radial Velocity,,43.22466335,99.62167,24.3056,,,1
HD 19994 b,2003.0,Radial Velocity,,533.9544,535.7,22.5242,,6217,3
HD 20003 b,2019.0,Radial Velocity,,11.66,11.8482,41.8316,,5494,1
HD 20003 c,2019.0,Radial Velocity,,14.44,33.9239,41.8316,,5494,1
HD 200964 b,2010.0,Radial Velocity,,721.4741,613.79999,72.5922,,5079,1
HD 200964 c,2010.0,Radial Velocity,,385.84562,852.5,72.5922,,4982,1
HD 202206 c,2004.0,Radial Velocity,,769.46643,,45.9665,,,2
HD 202696 b,2019.0,Radial Velocity,,634.38868,517.8,188.546,,5040,1
HD 202696 c,2019.0,Radial Velocity,,592.43512,946.6,188.546,,5040,1
HD 202772 A b,2019.0,Transit,,,3.3088753,161.498,,6272,2
HD 203030 b,2006.0,Imaging,,7656.097,,39.2503,1206.0,,1
HD 20329 b,2022.0,Transit,1.67736,,0.9260632,63.6796,1576.0,5640,1
HD 203387 b,2022.0,Radial Velocity,,1106.04285636,512.5352,61.7477,,,1
HD 203387 c,2022.0,Radial Velocity,,2378.9456264,2481.07227,61.7477,,,1
HD 2039 b,2002.0,Radial Velocity,,1557.3,1183,85.6922,,,1
HD 204313 b,2010.0,Radial Velocity,,1466.7780983,2041.11539,47.7945,,,1
HD 204313 c,2015.0,Radial Velocity,,17.16273398,34.95875,47.7945,,,1
HD 204313 e,2022.0,Radial Velocity,,4868.17771002,7325.64666,47.7945,,,1
HD 204941 b,2011.0,Radial Velocity,,84.5392,1733,28.7165,,5056,2
HD 205158 b,2022.0,Radial Velocity,,124.58873554,25.33798,86.6159,,,1
HD 205739 b,2008.0,Radial Velocity,,435.41,279.8,92.5087,,6176,1
HD 206255 b,2019.0,Radial Velocity,,34.2,96.045,75.2363,,5635,1
HD 206610 b,2009.0,Radial Velocity,,813.6448,610,147.192,,4890,1
HD 206893 b,2021.0,Imaging,,15255.763536,,40.7583,1290.0,6486,1
HD 206893 c,2022.0,Imaging,16.36511182,4036.4207689,2090,40.7583,1181.9,,1
HD 207496 b,2023.0,Transit,2.25,6.1,6.441008,23.606,743.0,4819,1
HD 20781 b,2019.0,Radial Velocity,,1.93,5.3135,35.9715,,5256,2
HD 20781 c,2019.0,Radial Velocity,,5.33,13.8905,35.9715,,5256,2
HD 20781 d,2019.0,Radial Velocity,,10.61,29.158,35.9715,,5256,2
HD 20781 e,2019.0,Radial Velocity,,14.03,85.5073,35.9715,,5256,2
HD 20782 b,2006.0,Radial Velocity,,472.83,597.0643,35.9864,,5782.13,2
HD 207832 b,2012.0,Radial Velocity,,177.9848,161.97,58.9291,,5710,3
HD 207832 c,2012.0,Radial Velocity,,232.0159,1155.7,58.9291,,5710,3
HD 207897 b,2021.0,Transit,2.501,14.4,16.202159,28.2938,632.2,5070,1
HD 20794 b,2011.0,Radial Velocity,,2.15,18.314,6.00278,,5368,1
HD 20794 d,2011.0,Radial Velocity,,2.98,89.68,6.00278,,5368,1
HD 20794 e,2017.0,Radial Velocity,,4.77,147.02,6.00278,,,1
HD 20794 f,2025.0,Radial Velocity,,5.82,647.6,6.00278,,5368,1
HD 208487 b,2004.0,Radial Velocity,,146.20106722,129.36,45.147,,6134,1
HD 208527 b,2012.0,Radial Velocity,,3146.4,875.5,312.202,,4035,1
HD 20868 b,2008.0,Radial Velocity,,397.2875,380.85001,47.7223,,4802,1
HD 208897 b,2017.0,Radial Velocity,,,,,,,1
HD 209458 b,1999.0,Radial Velocity,,0.0, Sasselov 2002</a>,+18d53m03.27s,, Sasselov 2002</a>,1
HD 210193 b,2019.0,Radial Velocity,,153.1,649.918,42.2029,,5790,1
HD 210277 b,1998.0,Radial Velocity,,392.83591105,442.943,21.2985,,5505.83,1
HD 210702 b,2007.0,Radial Velocity,,481.5100366,355.5,54.1963,,4912,1
HD 211403 b,2021.0,Radial Velocity,,1760.76937478,223.8,83.0919,380.0,6273,1
HD 211810 b,2018.0,Radial Velocity,,212.9461,1558,64.6353,,5652,1
HD 211970 b,2019.0,Radial Velocity,,13.0,25.201,13.1277,,4127,1
HD 212301 b,2005.0,Radial Velocity,,143.017,2.245715,54.2304,,6256,2
HD 212771 b,2009.0,Radial Velocity,,759.6137,380.7,111.155,,5003,1
HD 213240 b,2001.0,Radial Velocity,,1430.235,951,40.8707,,5975,2
HD 213472 b,2021.0,Radial Velocity,,1112.3994245,17000,64.4527,,5729.54,1
HD 213519 b,2022.0,Radial Velocity,,9.2170238,11.12214,41.0014,,,1
HD 213885 b,2019.0,Transit,1.745,8.83,1.008035,48.0883,2128.0,5978,1
HD 213885 c,2019.0,Radial Velocity,,19.95,4.78503,48.0883,1265.4,5978,1
HD 21411 b,2019.0,Radial Velocity,,65.9,84.288,29.1328,,5605,1
HD 214823 b,2016.0,Radial Velocity,,5914.78665427,1854.84424,101.368,,,2
HD 215152 b,2018.0,Radial Velocity,,1.819,5.75999,21.5974,,4935,1
HD 215152 c,2018.0,Radial Velocity,,468.79690033,7.282,21.5974,,,1
HD 215152 d,2018.0,Radial Velocity,,770.41605857,10.86,21.5974,,,1
HD 215152 e,2018.0,Radial Velocity,,2.877,25.1967,21.5974,,4935,1
HD 21520 b,2024.0,Transit,1.93226,,25.1290153,79.208,627.0,5871,1
HD 215497 b,2009.0,Radial Velocity,,1588.82420659,3.934,40.5468,,,1
HD 215497 c,2009.0,Radial Velocity,,104.3,567.94,40.5468,,5113,1
HD 216435 b,2002.0,Radial Velocity,,400.4,1311,32.9834,,5999,1
HD 216437 b,2002.0,Radial Velocity,,1233.17421916,1336,26.6902,,5909,1
HD 216520 b,2020.0,Radial Velocity,,10.36120607,35.466,19.552,,5160.01,1
HD 216520 c,2020.0,Radial Velocity,,9.44,154.43,19.552,,5103,1
HD 216536 b,2015.0,Radial Velocity,,333.7215,148.60001,376.233,,4639,1
HD 216770 b,2003.0,Radial Velocity,,181.1631,118.45,36.6625,,5399,1
HD 21693 b,2019.0,Radial Velocity,,8.23,22.6786,33.255,,5430,1
HD 21693 c,2019.0,Radial Velocity,,17.37,53.7357,33.255,,5430,1
HD 217107 b,1998.0,Radial Velocity,,440.19234369,7.1268744,20.0619,,5606.83,1
HD 217107 c,2005.0,Radial Velocity,,1369.84043417,5141,20.0619,,5606.83,1
HD 21749 c,2019.0,Transit,0.892,3.7,7.78993,16.32,701.0,4640,1
HD 217786 b,2011.0,Radial Velocity,,4131.62,1319,55.4847,,5966,2
HD 217786 c,2022.0,Radial Velocity,,7.31005336,2.52221,55.4847,,,2
HD 217958 b,2022.0,Radial Velocity,,166.54208527,2560.19774,61.7957,,,1
HD 218566 b,2010.0,Radial Velocity,,62.93002459,225.17,28.8274,,4942.85,1
HD 219077 b,2012.0,Radial Velocity,,4258.922,5513,29.1864,,5364,1
HD 219134 b,2015.0,Radial Velocity,,,3.0929338,6.53127,,4699,1
HD 219134 c,2015.0,Radial Velocity,1.507,,6.765149,6.53127,715.9,4700,1
HD 219134 d,2015.0,Radial Velocity,1.61,16.17,46.859,6.53127,410.5,4699,1
HD 219134 f,2015.0,Radial Velocity,,7.72323029,22.7945,6.53127,,4817.14,1
HD 219134 g,2015.0,Radial Velocity,,10.80622,94.2,6.53127,,4913,1
HD 219134 h,2015.0,Radial Velocity,,76.2792,2146,6.53127,,,1
HD 219139 b,2021.0,Radial Velocity,,247.90615746,275.5,104.935,,4831,1
HD 219415 b,2012.0,Radial Velocity,,317.83,2093.3,165.184,,4820,1
HD 219666 b,2018.0,Transit,,,6.034468,94.1719,,5527,1
HD 219828 b,2007.0,Radial Velocity,,19.0698,3.8335,73.114,,5869,1
HD 219828 c,2016.0,Radial Velocity,,4640.318,4682,73.114,,5807,1
HD 220074 b,2012.0,Radial Velocity,,3527.8,672.1,324.54,,3935,1
HD 220197 b,2018.0,Radial Velocity,,63.566,1728,64.411,,5683,1
HD 220689 b,2012.0,Radial Velocity,,381.3940884,2280,46.8778,,5921,1
HD 220773 b,2011.0,Radial Velocity,,460.8,3724.7,50.5103,,5940,1
HD 220842 b,2016.0,Radial Velocity,0.0,,brard et al. 2016</a>,+56d53m13.71s,,brard et al. 2016</a>,2
HD 221287 b,2007.0,Radial Velocity,,982.05,456.1,55.9231,,6304,1
HD 221416 b,2019.0,Transit,,, Espinoza 2022</a>,-21.8012007,,,1
HD 221420 b,2019.0,Radial Velocity,,7278.2705203,10090,31.1415,,5847,1
HD 221585 b,2016.0,Radial Velocity,0.0,,az et al. 2016</a>,+63d09m20.21s,,az et al. 2016</a>,1
HD 222076 b,2016.0,Radial Velocity,,540.3082919,873.04,91.1538,,4879,1
HD 222155 b,2011.0,Radial Velocity,,581.62598481,3270,50.6078,,5765,1
HD 222237 b,2024.0,Radial Velocity,,1649.52943233,14892,11.4469,,4751,1
HD 222582 b,1999.0,Radial Velocity,,2504.48784716,572.537,42.1586,,5746.66,2
HD 224018 b,2025.0,Radial Velocity,0.91,4.1,10.6413,105.48,968.0,5784,1
HD 224018 c,2025.0,Transit,2.42,10.4,36.57669,105.48,641.0,5784,1
HD 224018 d,2025.0,Transit,2.4,4.2,138.0731,105.48,411.0,5784,1
HD 224538 b,2016.0,Radial Velocity,,2075.73732612,1202.05199,79.0608,,,1
HD 224693 b,2006.0,Radial Velocity,,222.481,26.6904,93.5015,,5894,1
HD 22496 b,2021.0,Radial Velocity,,5.57,5.09071,13.5956,573.0,4385,1
HD 22532 b,2022.0,Radial Velocity,,673.79622284,872.6,161.183,,5038,1
HD 22781 b,2011.0,Radial Velocity,0.0,,az et al. 2012 </a>,+31d49m33.19s,,az et al. 2012 </a>,1
HD 22946 d,2023.0,Transit,2.607,26.57,47.42489,62.7792,546.0,6169,1
HD 23079 b,2001.0,Radial Velocity,,778.7,730.6,33.4591,,5927,1
HD 23079 c,2025.0,Radial Velocity,,8.26,5.748913,33.4591,,5994,1
HD 23127 b,2006.0,Radial Velocity,,485.32641,1211.17,93.8555,,5843,1
HD 231701 b,2007.0,Radial Velocity,,343.24,141.6,108.877,,6208,1
HD 233604 b,2013.0,Radial Velocity,,2089.644,192,847.058,,4791,1
HD 233832 b,2018.0,Radial Velocity,,864.4976,4047,58.742,,4971.74,2
HD 23472 b,2019.0,Transit,1.872,17.92,17.667,39.0341,,,1
HD 23472 c,2019.0,Transit,1.60982,,29.7975205,39.0341,374.0,4813,1
HD 23472 d,2022.0,Transit,0.75,0.55,3.97664,39.0341,909.0,4684,1
HD 23472 e,2022.0,Transit,0.969819,,7.9076222,39.0341,720.0,4813,1
HD 23472 f,2022.0,Transit,1.137,0.77,12.1621839,39.0341,630.0,4684,1
HD 235088 b,2023.0,Transit,2.07506422,4.2,7.434151,41.1706,753.95,5087,1
HD 23596 b,2003.0,Radial Velocity,,2870.0049,1561,52.0018,,6040,2
HD 238090 b,2020.0,Radial Velocity,,6.89,13.671,15.2354,469.6,3933,1
HD 238914 b,2018.0,Radial Velocity,0.0,,w et al. 2018</a>,+59d15m13.97s,,w et al. 2018</a>,1
HD 240210 b,2009.0,Radial Velocity,,1655.82,501.75,372.405,,4297,1
HD 240237 b,2011.0,Radial Velocity,,5050.3187,745.70001,933.377,,3926,1
HD 24040 b,2006.0,Radial Velocity,,1287.20504835,3552,46.6224,,5776.49,1
HD 24040 c,2021.0,Radial Velocity,,63.88350981,515.4,46.6224,,5776.49,1
HD 24064 b,2015.0,Radial Velocity,,2987.602,535.6,300.247,,4052.5,1
HD 24085 b,2019.0,Radial Velocity,,11.8,2.0455,54.9004,,6034,1
HD 25015 b,2019.0,Radial Velocity,,2884.92845034,6134.427,37.433,,,1
HD 25171 b,2010.0,Radial Velocity,,290.81445,1802.29,55.6146,,6125,2
HD 25463 b,2023.0,Transit,2.54535814,8.7,7.0491423,45.6181,1198.46,6353,1
HD 25463 c,2023.0,Transit,1.36354953,4.3,3.04405,45.6181,1585.57,6353,1
HD 25723 b,2020.0,Radial Velocity,,794.5710175,457.01,114.816,,4766,1
HD 25912 b,2022.0,Radial Velocity,,38.13940884,41.83156,49.1661,,,1
HD 25912 c,2022.0,Radial Velocity,,5252.75008249,26308.65619,49.1661,,,1
HD 260655 b,2022.0,Transit,1.24,2.14,2.76953,10.0055,709.0,3803,1
HD 260655 c,2022.0,Transit,1.533,3.09,5.70588,10.0055,557.0,3803,1
HD 26161 b,2021.0,Radial Velocity,,4290.6834945,32000,40.9128,,6057.62,1
HD 2638 b,2005.0,Radial Velocity,,152.55,3.4442,54.9621,,5192,3
HD 2685 b,2019.0,Transit,17.0952,,4.1269046,196.852,1715.0,6888,1
HD 27442 b,2000.0,Radial Velocity,,495.8,428.1,18.2704,,4846,2
HD 27631 b,2012.0,Radial Velocity,,460.83,2208,50.2862,,5737,1
HD 27894 b,2005.0,Radial Velocity,,214.21634632,18.01947,43.8214,,,1
HD 27894 c,2017.0,Radial Velocity,,51.48846,36.07,43.8214,,,1
HD 27894 d,2017.0,Radial Velocity,,2063.65984665,5019.54244,43.8214,,,1
HD 27969 b,2021.0,Radial Velocity,,1525.5763536,654.5,67.9328,261.0,5966,1
HD 28109 b,2022.0,Transit,2.55946293,,22.8909855,139.611,803.99,6321,1
HD 28109 c,2022.0,Transit,4.13,9.2,55.99712,139.611,643.0,6189,1
HD 28109 d,2022.0,Transit,3.43591025,,84.26076445013,139.611,520.71,6321,1
HD 28185 b,2001.0,Radial Velocity,,1859.29618095,385.92,39.3809,,5602,1
HD 28185 c,2022.0,Radial Velocity,,1906.970442,9090,39.3809,,5602,1
HD 28192 b,2022.0,Radial Velocity,,99.7981198,14.23283,49.8063,,,1
HD 28254 b,2010.0,Radial Velocity,,1207.7479466,1333,55.2884,,,2
HD 284149 AB b,2017.0,Imaging,,8981.83078182,,117.807,2502.0,,2
HD 28471 b,2025.0,Radial Velocity,,3.72,3.1649,43.6455,1377.0,5766,1
HD 28471 c,2025.0,Radial Velocity,,5.72,6.1245,43.6455,1066.0,5766,1
HD 28471 d,2025.0,Radial Velocity,,4.91,11.681,43.6455,945.0,5766,1
HD 285507 b,2013.0,Radial Velocity,,311.4734,6.0881,45.0293,,4503,1
HD 285968 b,2008.0,Radial Velocity,,9.06,8.776,9.47045,,3543,1
HD 28678 b,2011.0,Radial Velocity,,490.09386,380.2,189.908,,4972,1
HD 29021 b,2017.0,Radial Velocity,,762.792,1362.3,30.9939,,5560,1
HD 290327 b,2009.0,Radial Velocity,,807.25,2443,56.433,,5552,1
HD 29399 b,2022.0,Radial Velocity,,551.8,,44.1518,,4845,1
HD 2952 b,2013.0,Radial Velocity,,435.4271,311.60001,110.103,,4844,1
HD 29985 b,2022.0,Radial Velocity,,1739.47487151,20608.14049,31.2707,,,1
HD 30177 b,2002.0,Radial Velocity,,2568.0664,2524.4,55.5867,,5580,1
HD 30177 c,2016.0,Radial Velocity,,2415.508,11613,55.5867,,5580,1
HD 30562 b,2009.0,Radial Velocity,,467.20775829,1153,26.1597,,5861,1
HD 30669 b,2014.0,Radial Velocity,,149.37,1684,58.0844,,5400,1
HD 30856 b,2011.0,Radial Velocity,,572.1,912,131.199,,4982,2
HD 31253 b,2010.0,Radial Velocity,,197.0546,466,58.1438,,6130,1
HD 31527 b,2019.0,Radial Velocity,,10.47,16.5535,38.4473,,5898,1
HD 31527 c,2019.0,Radial Velocity,,14.16,51.2053,38.4473,,5898,1
HD 31527 d,2019.0,Radial Velocity,,11.82,271.6737,38.4473,,5898,1
HD 3167 b,2016.0,Transit,1.62377492,,0.959665,47.2899,,5366,1
HD 3167 c,2016.0,Transit,2.86,,29.83832,47.2899,531.0,5528,1
HD 3167 d,2017.0,Radial Velocity,,4.33,8.4112,47.2899,,5261,1
HD 3167 e,2022.0,Radial Velocity,,9.74,102.09,47.2899,374.8,5300,1
HD 32518 b,2009.0,Radial Velocity,,905.49313154,157.35,122.115,,4580,1
HD 32963 b,2015.0,Radial Velocity,,230.74342348,2328,38.0786,,5706.08,1
HD 330075 b,2004.0,Radial Velocity,,197.05,3.38773,45.2989,990.0,5017,1
HD 331093 b,2021.0,Radial Velocity,,476.7426105,621.62,50.1928,,5544,1
HD 33142 b,2011.0,Radial Velocity,,440.19455,326,121.375,,4978,1
HD 33142 c,2018.0,Radial Velocity,,1897.4451,834,121.375,,,1
HD 33142 d,2022.0,Radial Velocity,,63.5656814,89.9,121.375,,5025.4,1
HD 332231 b,2020.0,Transit,10.3984,,18.712253,80.6665,1008.0,6125,1
HD 33283 b,2006.0,Radial Velocity,,104.88,18.179,89.8623,,5995,2
HD 33564 b,2005.0,Radial Velocity,,2892.1,388,20.9531,,6250,1
HD 33844 b,2015.0,Radial Velocity,,622.9468,551.4,105.779,,4861,1
HD 33844 c,2015.0,Radial Velocity,,489.7,,105.779,,,1
HD 34445 b,2009.0,Radial Velocity,,209.13109181,1059,46.0907,,5829.49,1
HD 34445 c,2017.0,Radial Velocity,,53.5,214.67,46.0907,,5836,1
HD 34445 d,2017.0,Radial Velocity,,30.7,117.87,46.0907,,5836,1
HD 34445 e,2017.0,Radial Velocity,,16.8,49.175,46.0907,,5836,1
HD 34445 f,2017.0,Radial Velocity,,37.9,676.8,46.0907,,5836,1
HD 34445 g,2017.0,Radial Velocity,,120.6,5700,46.0907,,5836,1
HD 35759 b,2016.0,Radial Velocity,0.0,,brard et al. 2016</a>,+64d19m06.15s,,brard et al. 2016</a>,1
HD 35843 b,2025.0,Radial Velocity,,5.84,9.8991,69.6026,,5666,1
HD 35843 c,2025.0,Transit,2.46806953,,46.96210526091,69.6026,468.46,5744,1
HD 360 b,2021.0,Radial Velocity,,238.37130525,273.1,111.542,,4770,1
HD 36384 b,2023.0,Radial Velocity,,2097.6674862,490,209.309,,3940,1
HD 3651 b,2003.0,Radial Velocity,,72.78,62.218,11.1336,,5221,1
HD 37124 b,2002.0,Radial Velocity,,193.87,154.46,31.6634,,,1
HD 37124 c,2002.0,Radial Velocity,,190.69,843.6,31.6634,,,1
HD 37124 d,2005.0,Radial Velocity,,209.76,2295,31.6634,,,1
HD 37605 b,2004.0,Radial Velocity,,,54.21,46.7864,,5329,1
HD 37605 c,2012.0,Radial Velocity,,1069.771,2720,46.7864,,5448,1
HD 3765 b,2021.0,Radial Velocity,,54.98431441,1211,17.926,,5049.8,1
HD 38283 b,2010.0,Radial Velocity,,127.132,363.20001,38.0615,,5981,1
HD 38529 b,2000.0,Radial Velocity,,206.58846455,14.3099,42.3538,,,2
HD 38529 c,2000.0,Radial Velocity,,4163.573,2146.1,42.3538,,5541,2
HD 38801 b,2009.0,Radial Velocity,,3852.0996,696.29999,91.4349,,5277,1
HD 39091 b,2001.0,Radial Velocity,,4004.6379282,2088.33,18.2702,,5998,1
HD 39194 b,2021.0,Radial Velocity,,4.0,5.6368,26.4131,,5205,1
HD 39194 c,2021.0,Radial Velocity,,6.3,14.03,26.4131,,5205,1
HD 39194 d,2021.0,Radial Velocity,,4.0,33.91,26.4131,,5205,1
HD 39855 b,2019.0,Radial Velocity,,8.5,3.2498,23.2599,,5576,1
HD 40307 b,2009.0,Radial Velocity,,4.0,4.3123,12.9363,,4956,1
HD 40307 c,2009.0,Radial Velocity,0.0,,az et al. 2016</a>,-60d01m25.42s,,az et al. 2016</a>,1
HD 40307 d,2009.0,Radial Velocity,,9.5,20.432,12.9363,,4956,1
HD 40307 f,2013.0,Radial Velocity,,5.2,51.76,12.9363,,4956,1
HD 40307 g,2013.0,Radial Velocity,,7.1,196.343,12.9363,255.0,4867.44,1
HD 40956 b,2017.0,Radial Velocity,,858.141,578.6,116.593,,4869,1
HD 40979 b,2002.0,Radial Velocity,,1484.2661,264.14999,34.0883,,6165,3
HD 41004 A b,2004.0,Radial Velocity,,807.25,963,36.69117,,,2
HD 41004 B b,2003.0,Radial Velocity,,5838.29,1.3283,41.5504,,,2
HD 4113 b,2007.0,Radial Velocity,,495.79,526.62,41.8727,,5688,3
HD 42012 b,2017.0,Radial Velocity,,508.528,857.5,36.7984,,5405,1
HD 4203 b,2001.0,Radial Velocity,,578.43,437.05,81.3795,,5582,1
HD 4203 c,2014.0,Radial Velocity,,689.66,6700,81.3795,,5582,1
HD 4208 b,2001.0,Radial Velocity,,257.4423,832.97,34.1937,,5717,1
HD 42618 b,2016.0,Radial Velocity,,15.19219785,148.49,24.3358,,5716.65,1
